,session_id,trial_num,category,age,submit_time,submit_date,num_strokes,draw_duration_old,draw_duration_new,trial_duration,mean_intensity,bounding_box,filename
14,cdm_run_v41536265227405,2,shape,age2,1536265287026.0,2018-09-06T20:21:27.026Z,7,4.243,4.708,8.862,0.044775,"(5, 399, 136, 236)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536265227405_shape.png
15,cdm_run_v41536265687579,1,square,age2,1536265724377.0,2018-09-06T20:28:44.377Z,3,3.601,4.279,9.496,0.02115,"(107, 306, 109, 303)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536265687579_square.png
16,cdm_run_v41536265687579,2,shape,age2,1536265737012.0,2018-09-06T20:28:57.012Z,2,3.854,3.876,7.702,0.05263125,"(107, 351, 0, 343)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536265687579_shape.png
17,cdm_run_v41536265852010,1,square,age6,1536265919544.0,2018-09-06T20:31:59.544Z,1,0.0,4.475,8.925,0.01708125,"(107, 292, 115, 295)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age6_cdm_run_v41536265852010_square.png
18,cdm_run_v41536265924175,1,square,age6,1536265978955.0,2018-09-06T20:32:58.955Z,3,9.798,14.13,21.126,0.054775,"(0, 399, 0, 399)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age6_cdm_run_v41536265924175_square.png
19,cdm_run_v41536265924175,2,shape,age6,1536265995977.0,2018-09-06T20:33:15.977Z,1,0.0,9.786,12.069,0.03219375,"(13, 380, 75, 260)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age6_cdm_run_v41536265924175_shape.png
20,cdm_run_v41536266012086,1,square,age2,1536266050066.0,2018-09-06T20:34:10.066Z,6,8.778,8.805,10.698,0.02469375,"(117, 303, 99, 295)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536266012086_square.png
21,cdm_run_v41536268212046,1,square,age5,1536270264410.0,2018-09-06T21:44:24.409Z,3,5.208,17.019,20.192,0.05869375,"(8, 330, 24, 388)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age5_cdm_run_v41536268212046_square.png
22,cdm_run_v41536268212046,2,shape,age5,1536270300254.0,2018-09-06T21:45:00.254Z,1,0.0,23.691,30.919,0.0299125,"(19, 359, 77, 271)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age5_cdm_run_v41536268212046_shape.png
23,cdm_run_v41536335999789,1,square,age2,1536342313386.0,2018-09-07T17:45:13.386Z,1,0.0,3.119,6.839,0.01979375,"(104, 279, 107, 290)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536335999789_square.png
24,cdm_run_v41536335999789,2,shape,age2,1536342332324.0,2018-09-07T17:45:32.324Z,1,0.0,5.641,14.015,0.0288625,"(5, 367, 80, 268)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536335999789_shape.png
25,cdm_run_v41536343158829,1,square,age3,1536343393098.0,2018-09-07T18:03:13.098Z,4,10.499,13.957,18.298,0.02905625,"(109, 287, 107, 298)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age3_cdm_run_v41536343158829_square.png
26,cdm_run_v41536343158829,2,shape,age3,1536343406638.0,2018-09-07T18:03:26.638Z,1,0.0,3.637,8.591,0.0101875,"(32, 340, 187, 239)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age3_cdm_run_v41536343158829_shape.png
27,cdm_run_v41536343509938,1,square,age3,1536345379930.0,2018-09-07T18:36:19.930Z,3,10.743,11.001,14.547,0.0201625,"(107, 399, 104, 292)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age3_cdm_run_v41536343509938_square.png
28,cdm_run_v41536343509938,2,shape,age3,1536345405871.0,2018-09-07T18:36:45.871Z,19,11.644,11.685,20.999,0.03286875,"(21, 372, 61, 260)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age3_cdm_run_v41536343509938_shape.png
29,cdm_run_v41536345766792,1,square,age2,1536346589482.0,2018-09-07T18:56:29.482Z,10,6.445,6.63,9.975,0.02436875,"(109, 388, 91, 343)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536345766792_square.png
30,cdm_run_v41536345766792,2,shape,age2,1536346601654.0,2018-09-07T18:56:41.654Z,1,0.0,4.718,7.256,0.036075,"(11, 399, 75, 290)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536345766792_shape.png
31,cdm_run_v41536346618057,1,square,age2,1536346654290.0,2018-09-07T18:57:34.290Z,5,6.259,6.591,9.087,0.023275,"(91, 300, 101, 314)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536346618057_square.png
32,cdm_run_v41536346618057,2,shape,age2,1536346667246.0,2018-09-07T18:57:47.246Z,3,4.407,5.114,8.012,0.05000625,"(3, 380, 0, 284)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536346618057_shape.png
33,cdm_run_v41536355093788,1,square,age9,1536355470137.0,2018-09-07T21:24:30.137Z,1,0.0,3.63,6.799,0.0203,"(104, 290, 99, 292)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age9_cdm_run_v41536355093788_square.png
34,cdm_run_v41536355093788,2,shape,age9,1536355486907.0,2018-09-07T21:24:46.907Z,1,0.0,9.242,11.847,0.02815625,"(16, 370, 77, 260)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age9_cdm_run_v41536355093788_shape.png
35,cdm_run_v41536422399771,1,square,age2,1536428685039.0,2018-09-08T17:44:45.039Z,1,0.0,2.866,6.354,0.0183375,"(112, 290, 101, 287)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536422399771_square.png
36,cdm_run_v41536422399771,2,shape,age2,1536428713408.0,2018-09-08T17:45:13.408Z,14,22.547,22.778,23.375,0.14361875,"(0, 399, 0, 399)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536422399771_shape.png
37,cdm_run_v41536428715072,1,square,age2,1536428756276.0,2018-09-08T17:45:56.276Z,1,0.0,0.07,6.51,0.001575,"(363, 399, 195, 244)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536428715072_square.png
38,cdm_run_v41536428898104,1,square,age4,1536429417406.0,2018-09-08T17:56:57.406Z,2,3.643,4.149,7.286,0.01566875,"(109, 266, 112, 276)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536428898104_square.png
39,cdm_run_v41536428898104,2,shape,age4,1536429433993.0,2018-09-08T17:57:13.993Z,1,0.0,9.317,11.664,0.0272875,"(19, 346, 83, 274)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536428898104_shape.png
40,cdm_run_v41536429692059,1,square,age2,1536429726160.0,2018-09-08T18:02:06.159Z,1,0.0,1.237,6.077,0.0100625,"(203, 271, 203, 290)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536429692059_square.png
41,cdm_run_v41536429692059,2,shape,age2,1536429735584.0,2018-09-08T18:02:15.584Z,1,0.0,0.886,4.465,0.00823125,"(112, 207, 181, 266)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536429692059_shape.png
42,cdm_run_v41536429828075,1,square,age3,1536430028540.0,2018-09-08T18:07:08.540Z,19,26.805,26.911,30.465,0.21376875,"(8, 332, 75, 356)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age3_cdm_run_v41536429828075_square.png
43,cdm_run_v41536430458389,1,square,age2,1536431560620.0,2018-09-08T18:32:40.620Z,4,0.416,0.419,4.011,0.00625625,"(152, 223, 173, 343)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536430458389_square.png
44,cdm_run_v41536431562628,1,square,age2,1536431600258.0,2018-09-08T18:33:20.258Z,5,3.851,4.047,8.334,0.01996875,"(85, 284, 99, 274)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536431562628_square.png
45,cdm_run_v41536431562628,2,shape,age2,1536431611594.0,2018-09-08T18:33:31.594Z,6,1.631,2.703,6.444,0.0043375,"(125, 260, 155, 234)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536431562628_shape.png
46,cdm_run_v41536432290768,1,square,age2,1536432340053.0,2018-09-08T18:45:40.053Z,5,4.923,4.968,7.946,0.01145625,"(251, 386, 64, 194)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536432290768_square.png
47,cdm_run_v41536432351989,2,shape,age9,1536432542882.0,2018-09-08T18:49:02.882Z,4,11.005,24.729,30.113,0.01455625,"(16, 194, 75, 215)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age9_cdm_run_v41536432351989_shape.png
48,cdm_run_v41536432549058,1,square,age4,1536432607205.0,2018-09-08T18:50:07.205Z,6,7.543,7.877,31.033,0.02585625,"(115, 303, 104, 303)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536432549058_square.png
49,cdm_run_v41536434314325,1,square,age4,1536434657964.0,2018-09-08T19:24:17.964Z,8,22.193,22.52,25.758,0.02525,"(109, 287, 141, 260)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536434314325_square.png
50,cdm_run_v41536434661115,1,square,age4,1536434711510.0,2018-09-08T19:25:11.510Z,3,12.634,17.53,23.4,0.0406125,"(80, 319, 69, 338)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536434661115_square.png
51,cdm_run_v41536434661115,2,shape,age4,1536434737144.0,2018-09-08T19:25:37.144Z,1,0.0,15.868,20.714,0.02969375,"(13, 370, 64, 255)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536434661115_shape.png
52,cdm_run_v41536434749475,1,square,age2,1536434787321.0,2018-09-08T19:26:27.321Z,1,0.0,7.017,10.132,0.018925,"(104, 290, 107, 298)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536434749475_square.png
53,cdm_run_v41536434749475,2,shape,age2,1536434810295.0,2018-09-08T19:26:50.295Z,9,9.239,13.315,18.045,0.0292,"(13, 378, 88, 276)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536434749475_shape.png
54,cdm_run_v41536434832896,1,square,age6,1536434879814.0,2018-09-08T19:27:59.814Z,2,5.792,6.731,13.344,0.02001875,"(107, 295, 91, 295)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age6_cdm_run_v41536434832896_square.png
55,cdm_run_v41536435787988,1,square,age5,1536436512325.0,2018-09-08T19:55:12.325Z,1,0.0,4.74,12.541,0.018475,"(104, 284, 115, 295)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age5_cdm_run_v41536435787988_square.png
56,cdm_run_v41536436515000,1,square,age4,1536436548183.0,2018-09-08T19:55:48.182Z,1,0.0,3.363,5.454,0.0189125,"(93, 284, 107, 274)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536436515000_square.png
57,cdm_run_v41536436515000,2,shape,age4,1536436564095.0,2018-09-08T19:56:04.095Z,1,0.0,8.111,10.981,0.03093125,"(21, 370, 72, 266)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536436515000_shape.png
58,cdm_run_v41536437362046,1,square,age4,1536437549116.0,2018-09-08T20:12:29.116Z,12,16.997,17.05,30.248,0.05845,"(107, 298, 155, 284)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536437362046_square.png
59,cdm_run_v41536437362046,2,shape,age4,1536437590987.0,2018-09-08T20:13:10.987Z,19,25.455,25.655,31.045,0.07374375,"(32, 399, 83, 266)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536437362046_shape.png
60,cdm_run_v41536437655795,1,square,age5,1536437712780.0,2018-09-08T20:15:12.780Z,1,0.0,4.113,10.149,0.00986875,"(131, 247, 149, 236)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age5_cdm_run_v41536437655795_square.png
61,cdm_run_v41536437655795,2,shape,age5,1536437748444.0,2018-09-08T20:15:48.444Z,2,16.313,19.478,30.76,0.03559375,"(27, 367, 69, 383)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age5_cdm_run_v41536437655795_shape.png
62,cdm_run_v41536438353471,1,square,age2,1536438404673.0,2018-09-08T20:26:44.673Z,8,18.895,18.924,21.455,0.0603875,"(21, 399, 96, 380)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536438353471_square.png
63,cdm_run_v41536438537512,1,square,age9,1536439356323.0,2018-09-08T20:42:36.323Z,1,0.0,2.669,19.605,0.0184625,"(109, 290, 107, 284)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age9_cdm_run_v41536438537512_square.png
64,cdm_run_v41536438537512,2,shape,age9,1536439372179.0,2018-09-08T20:42:52.179Z,1,0.0,8.221,10.902,0.0316375,"(16, 367, 69, 271)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age9_cdm_run_v41536438537512_shape.png
65,cdm_run_v41536440613354,1,square,age3,1536441161438.0,2018-09-08T21:12:41.437Z,6,11.863,12.02,35.191,0.02255625,"(72, 287, 99, 303)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age3_cdm_run_v41536440613354_square.png
66,cdm_run_v41536441254680,1,square,age6,1536441330529.0,2018-09-08T21:15:30.529Z,1,0.0,4.205,16.78,0.01591875,"(115, 284, 107, 290)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age6_cdm_run_v41536441254680_square.png
67,cdm_run_v41536441254680,2,shape,age6,1536441352172.0,2018-09-08T21:15:52.172Z,4,7.913,8.08,16.716,0.0329125,"(16, 375, 67, 276)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age6_cdm_run_v41536441254680_shape.png
68,cdm_run_v41536441455574,1,square,age6,1536441502517.0,2018-09-08T21:18:22.517Z,2,2.065,9.978,18.231,0.019975,"(109, 292, 107, 300)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age6_cdm_run_v41536441455574_square.png
69,cdm_run_v41536441714282,1,square,age2,1536441789013.0,2018-09-08T21:23:09.013Z,2,1.056,1.096,26.35,0.0005625,"(213, 220, 181, 228)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536441714282_square.png
70,cdm_run_v41536441714282,2,shape,age2,1536441824118.0,2018-09-08T21:23:44.118Z,1,0.0,4.735,30.16,0.0369375,"(0, 399, 32, 327)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536441714282_shape.png
71,cdm_run_v41536441896324,2,shape,age9,1536442249383.0,2018-09-08T21:30:49.383Z,1,0.0,0.915,1.328,0.0,,/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age9_cdm_run_v41536441896324_shape.png
72,cdm_run_v41536442442740,1,square,age2,1536442747464.0,2018-09-08T21:39:07.464Z,3,5.225,14.303,19.757,0.04115625,"(0, 399, 0, 399)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536442442740_square.png
73,cdm_run_v41536442442740,2,shape,age2,1536442762106.0,2018-09-08T21:39:22.106Z,2,2.268,2.353,9.726,0.0047625,"(155, 183, 229, 399)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536442442740_shape.png
74,cdm_run_v41536443471876,1,square,age4,1536443698258.0,2018-09-08T21:54:58.258Z,4,20.137,23.71,30.19,0.06321875,"(35, 372, 67, 362)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536443471876_square.png
75,cdm_run_v41536443703394,1,square,age4,1536443738139.0,2018-09-08T21:55:38.139Z,1,0.0,5.718,9.702,0.0171625,"(107, 300, 115, 290)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536443703394_square.png
76,cdm_run_v41536443703394,2,shape,age4,1536443761950.0,2018-09-08T21:56:01.950Z,1,0.0,11.379,18.441,0.02348125,"(32, 354, 99, 255)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536443703394_shape.png
77,cdm_run_v41536444467020,1,square,age4,1536444760086.0,2018-09-08T22:12:40.086Z,3,9.152,12.753,30.134,0.0341125,"(101, 298, 99, 303)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536444467020_square.png
78,cdm_run_v41536444467020,2,shape,age4,1536444797726.0,2018-09-08T22:13:17.726Z,2,8.573,10.629,30.168,0.0305125,"(35, 372, 72, 263)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536444467020_shape.png
79,cdm_run_v41536444829745,1,square,age4,1536444881120.0,2018-09-08T22:14:41.120Z,1,0.0,5.123,13.606,0.0176,"(107, 292, 99, 284)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536444829745_square.png
80,cdm_run_v41536444829745,2,shape,age4,1536444895833.0,2018-09-08T22:14:55.833Z,1,0.0,7.796,9.769,0.0278625,"(37, 375, 91, 263)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536444829745_shape.png
81,cdm_run_v41536445153667,1,square,age5,1536445213850.0,2018-09-08T22:20:13.850Z,1,0.0,1.968,16.896,0.01028125,"(120, 242, 139, 260)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age5_cdm_run_v41536445153667_square.png
82,cdm_run_v41536445215285,1,square,age4,1536445270535.0,2018-09-08T22:21:10.535Z,5,7.766,11.093,13.998,0.03925,"(75, 290, 109, 298)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age4_cdm_run_v41536445215285_square.png
83,cdm_run_v41536445215285,2,shape,age4,1536445291056.0,2018-09-08T22:21:31.056Z,1,0.0,8.136,15.624,0.02615,"(53, 346, 101, 258)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age4_cdm_run_v41536445215285_shape.png
84,cdm_run_v41536445365859,1,square,age2,1536445412218.0,2018-09-08T22:23:32.218Z,2,0.216,0.274,4.772,0.0039,"(152, 386, 219, 274)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age2_cdm_run_v41536445365859_square.png
85,cdm_run_v41536445365859,2,shape,age2,1536445429105.0,2018-09-08T22:23:49.105Z,2,3.415,5.337,11.963,0.0507125,"(101, 399, 117, 247)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536445365859_shape.png
86,cdm_run_v41536445735698,2,shape,age2,1536445919768.0,2018-09-08T22:31:59.768Z,1,0.0,0.124,30.152,0.03076875,"(27, 359, 80, 263)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/shape/age2_cdm_run_v41536445735698_shape.png
87,cdm_run_v41536446273758,1,square,age10,1536446817002.0,2018-09-08T22:46:57.002Z,1,0.0,3.223,6.484,0.0163375,"(112, 284, 107, 282)",/Users/zixianchai/Desktop/kk/kiddraw/analysis/museumstation/preprocessing/sketches_cdm_run_v4/square/age10_cdm_run_v41536446273758_square.png
