,session_id,trial_num,category,age,submit_time,submit_date,num_strokes,draw_duration_old,draw_duration_new,trial_duration,mean_intensity,bounding_box,filename
33,cdm_run_v41536518758194,3,this square,age7,1536518843582.0,2018-09-09T18:47:23.582Z,3,3.82,6.912,9.409,0.02175,"(109, 300, 43, 319)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age7_cdm_run_v41536518758194_this square.png
34,cdm_run_v41536521271567,3,this square,age3,1536522140408.0,2018-09-09T19:42:20.408Z,2,0.63,0.802,7.455,0.08284375,"(0, 287, 29, 399)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536521271567_this square.png
35,cdm_run_v41536522143034,3,this square,age3,1536522244531.0,2018-09-09T19:44:04.531Z,1,0.0,6.283,30.1,0.0,,/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536522143034_this square.png
36,cdm_run_v41536522290128,3,this square,age6,1536522423879.0,2018-09-09T19:47:03.879Z,6,9.576,10.869,17.09,0.01843125,"(75, 250, 101, 266)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age6_cdm_run_v41536522290128_this square.png
37,cdm_run_v41536522624068,3,this square,age3,1536522741229.0,2018-09-09T19:52:21.229Z,1,0.0,5.529,12.323,0.02641875,"(0, 356, 0, 399)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536522624068_this square.png
38,cdm_run_v41536523040650,3,this square,age5,1536523103405.0,2018-09-09T19:58:23.405Z,1,0.0,4.108,9.121,0.0186625,"(96, 279, 123, 311)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age5_cdm_run_v41536523040650_this square.png
39,cdm_run_v41536523635997,3,this square,age2,1536523892532.0,2018-09-09T20:11:32.532Z,4,3.79,3.894,30.123,0.01958125,"(197, 399, 125, 399)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536523635997_this square.png
40,cdm_run_v41536525611330,3,this square,age6,1536525853865.0,2018-09-09T20:44:13.865Z,1,0.0,4.562,9.399,0.01498125,"(107, 239, 115, 282)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age6_cdm_run_v41536525611330_this square.png
41,cdm_run_v41536526059073,3,this square,age3,1536526282050.0,2018-09-09T20:51:22.050Z,5,14.312,16.519,29.646,0.0225875,"(109, 370, 101, 300)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536526059073_this square.png
42,cdm_run_v41536526441835,3,this square,age2,1536526812613.0,2018-09-09T21:00:12.613Z,12,9.395,9.548,19.828,0.01685625,"(248, 399, 88, 340)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536526441835_this square.png
43,cdm_run_v41536527051087,3,this square,age4,1536527192862.0,2018-09-09T21:06:32.862Z,3,6.231,7.86,16.039,0.02236875,"(8, 303, 112, 271)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536527051087_this square.png
44,cdm_run_v41536527300044,3,this square,age9,1536527729656.0,2018-09-09T21:15:29.656Z,1,0.0,5.828,8.756,0.029275,"(77, 340, 69, 359)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age9_cdm_run_v41536527300044_this square.png
45,cdm_run_v41536527994140,3,this square,age9,1536528058066.0,2018-09-09T21:20:58.066Z,1,0.0,2.45,4.775,0.02411875,"(51, 298, 107, 343)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age9_cdm_run_v41536527994140_this square.png
46,cdm_run_v41536529414716,3,this square,age3,1536529772080.0,2018-09-09T21:49:32.080Z,3,3.833,7.611,17.506,0.022025,"(101, 274, 120, 311)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536529414716_this square.png
47,cdm_run_v41536530024556,3,this square,age2,1536530770483.0,2018-09-09T22:06:10.483Z,3,6.948,7.956,17.062,0.01919375,"(0, 300, 109, 303)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536530024556_this square.png
48,cdm_run_v41536530951989,3,this square,age4,1536531187147.0,2018-09-09T22:13:07.147Z,1,0.0,3.28,11.462,0.01015625,"(144, 260, 160, 255)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536530951989_this square.png
49,cdm_run_v41536532125370,3,this square,age5,1536532210860.0,2018-09-09T22:30:10.860Z,1,0.0,3.248,7.609,0.02351875,"(99, 308, 123, 335)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age5_cdm_run_v41536532125370_this square.png
50,cdm_run_v41536532387756,3,this square,age5,1536532471576.0,2018-09-09T22:34:31.576Z,1,0.0,2.058,21.122,0.02410625,"(59, 319, 99, 338)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age5_cdm_run_v41536532387756_this square.png
51,cdm_run_v41536532601746,3,this square,age2,1536532838926.0,2018-09-09T22:40:38.926Z,11,6.219,6.346,7.797,0.01158125,"(3, 399, 40, 207)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536532601746_this square.png
52,cdm_run_v41536533918710,3,this square,age5,1536534215921.0,2018-09-09T23:03:35.921Z,1,0.0,4.205,7.324,0.025825,"(21, 263, 152, 375)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age5_cdm_run_v41536533918710_this square.png
53,cdm_run_v41536534491463,3,this square,age5,1536534815013.0,2018-09-09T23:13:35.013Z,1,0.0,4.056,9.885,0.01359375,"(117, 276, 139, 266)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age5_cdm_run_v41536534491463_this square.png
54,cdm_run_v41536535234127,3,this square,age6,1536535398497.0,2018-09-09T23:23:18.497Z,1,0.0,4.881,11.653,0.018125,"(131, 314, 104, 295)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age6_cdm_run_v41536535234127_this square.png
55,cdm_run_v41536683678556,3,this square,age4,1536687336649.0,2018-09-11T17:35:36.649Z,1,0.0,10.641,19.757,0.03753125,"(0, 394, 0, 399)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536683678556_this square.png
56,cdm_run_v41536691455793,3,this square,age4,1536693657965.0,2018-09-11T19:20:57.965Z,1,0.0,2.003,8.952,0.01715,"(112, 346, 101, 263)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536691455793_this square.png
57,cdm_run_v41536695431458,3,this square,age3,1536695574148.0,2018-09-11T19:52:54.148Z,10,21.945,21.992,27.089,0.07645,"(0, 399, 32, 399)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536695431458_this square.png
58,cdm_run_v41536698494162,3,this square,age3,1536698801384.0,2018-09-11T20:46:41.384Z,1,0.0,4.872,7.666,0.01783125,"(112, 324, 125, 266)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536698494162_this square.png
59,cdm_run_v41536698997934,3,this square,age3,1536699147679.0,2018-09-11T20:52:27.678Z,3,8.152,12.865,29.616,0.06466875,"(40, 394, 61, 386)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536698997934_this square.png
60,cdm_run_v41536699316002,3,this square,age3,1536699384156.0,2018-09-11T20:56:24.156Z,1,0.0,3.878,9.105,0.0334375,"(35, 388, 0, 332)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536699316002_this square.png
61,cdm_run_v41536778897410,3,this square,age2,1536778987022.0,2018-09-12T19:03:07.021Z,19,9.296,9.592,13.748,0.104975,"(0, 399, 0, 367)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536778897410_this square.png
62,cdm_run_v41536779019533,3,this square,age2,1536779115015.0,2018-09-12T19:05:15.015Z,1,0.0,5.816,10.494,0.09406875,"(80, 364, 0, 338)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536779019533_this square.png
63,cdm_run_v41536779132199,3,this square,age3,1536779256867.0,2018-09-12T19:07:36.867Z,3,2.167,4.358,13.822,0.0245,"(72, 319, 75, 322)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536779132199_this square.png
64,cdm_run_v41536781689732,3,this square,age6,1536783319288.0,2018-09-12T20:15:19.288Z,1,0.0,2.048,6.21,0.01388125,"(99, 226, 115, 279)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age6_cdm_run_v41536781689732_this square.png
65,cdm_run_v41536784504059,3,this square,age2,1536786019657.0,2018-09-12T21:00:19.657Z,2,3.391,3.531,6.732,0.0188375,"(96, 399, 91, 271)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536784504059_this square.png
66,cdm_run_v41536786102136,3,this square,age2,1536786176665.0,2018-09-12T21:02:56.665Z,24,5.306,5.448,12.598,0.04955,"(24, 364, 0, 362)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536786102136_this square.png
67,cdm_run_v41536786828879,3,this square,age3,1536787186208.0,2018-09-12T21:19:46.208Z,1,0.0,4.681,13.706,0.03266875,"(8, 372, 16, 343)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536786828879_this square.png
68,cdm_run_v41536863171417,3,this square,age2,1536863466179.0,2018-09-13T18:31:06.179Z,13,8.453,8.542,13.504,0.0917375,"(61, 399, 0, 322)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536863171417_this square.png
69,cdm_run_v41536863500898,3,this square,age4,1536863587109.0,2018-09-13T18:33:07.109Z,4,5.159,6.476,11.187,0.01755625,"(91, 295, 67, 234)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536863500898_this square.png
70,cdm_run_v41536864394840,3,this square,age3,1536864477558.0,2018-09-13T18:47:57.558Z,2,1.267,1.319,10.87,0.02294375,"(0, 346, 0, 170)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536864394840_this square.png
71,cdm_run_v41536864789035,3,this square,age4,1536865398743.0,2018-09-13T19:03:18.743Z,4,6.41,8.035,16.487,0.0193,"(45, 268, 56, 204)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536864789035_this square.png
72,cdm_run_v41536946922724,3,this square,age2,1536947819584.0,2018-09-14T17:56:59.584Z,2,2.356,4.88,11.212,0.00941875,"(0, 234, 187, 399)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536946922724_this square.png
73,cdm_run_v41536949244772,3,this square,age2,1536949347831.0,2018-09-14T18:22:27.831Z,1,0.0,0.31,1.131,0.00025,"(389, 399, 168, 172)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536949244772_this square.png
74,cdm_run_v41536949350182,3,this square,age2,1536949547683.0,2018-09-14T18:25:47.683Z,1,0.0,0.206,0.69,0.001275,"(280, 322, 136, 151)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536949350182_this square.png
75,cdm_run_v41536949592675,3,this square,age2,1536949668371.0,2018-09-14T18:27:48.371Z,4,3.586,4.01,15.918,0.01548125,"(101, 295, 101, 295)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536949592675_this square.png
76,cdm_run_v41536951242432,3,this square,age8,1536952257669.0,2018-09-14T19:10:57.669Z,1,0.0,5.076,12.072,0.03655625,"(29, 364, 16, 346)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age8_cdm_run_v41536951242432_this square.png
77,cdm_run_v41536954292696,3,this square,age3,1536954495993.0,2018-09-14T19:48:15.993Z,9,12.819,12.892,30.174,0.03774375,"(16, 314, 141, 370)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536954292696_this square.png
78,cdm_run_v41536955068960,3,this square,age2,1536955338976.0,2018-09-14T20:02:18.976Z,4,6.045,6.071,10.674,0.0177375,"(112, 287, 123, 314)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536955068960_this square.png
79,cdm_run_v41536957678876,3,this square,age4,1536957979945.0,2018-09-14T20:46:19.945Z,1,0.0,6.756,20.956,0.01929375,"(40, 239, 107, 316)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536957678876_this square.png
80,cdm_run_v41536958235730,3,this square,age2,1536958339965.0,2018-09-14T20:52:19.965Z,2,0.413,0.632,1.883,0.00091875,"(272, 399, 235, 271)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41536958235730_this square.png
81,cdm_run_v41536958360927,3,this square,age4,1536958480618.0,2018-09-14T20:54:40.618Z,6,12.215,12.437,15.647,0.045875,"(8, 399, 16, 359)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41536958360927_this square.png
82,cdm_run_v41536958856674,3,this square,age3,1536959147020.0,2018-09-14T21:05:47.020Z,1,0.0,2.807,9.597,0.01873125,"(77, 335, 136, 298)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age3_cdm_run_v41536958856674_this square.png
83,cdm_run_v41537027199582,3,this square,age2,1537033371016.0,2018-09-15T17:42:51.016Z,1,0.0,2.049,6.713,0.0088625,"(187, 287, 160, 252)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41537027199582_this square.png
84,cdm_run_v41537034436644,3,this square,age6,1537034826309.0,2018-09-15T18:07:06.309Z,1,0.0,1.506,11.948,0.020325,"(88, 295, 107, 306)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age6_cdm_run_v41537034436644_this square.png
85,cdm_run_v41537035599445,3,this square,age4,1537035902109.0,2018-09-15T18:25:02.109Z,3,6.486,9.478,14.157,0.02043125,"(133, 354, 72, 252)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41537035599445_this square.png
86,cdm_run_v41537035936969,3,this square,age4,1537036019245.0,2018-09-15T18:26:59.245Z,3,5.912,9.61,12.92,0.0175125,"(104, 330, 155, 314)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age4_cdm_run_v41537035936969_this square.png
87,cdm_run_v41537036418382,3,this square,age2,1537036786359.0,2018-09-15T18:39:46.359Z,3,5.77,11.148,15.967,0.039775,"(61, 399, 19, 316)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41537036418382_this square.png
88,cdm_run_v41537037750143,3,this square,age2,1537037879074.0,2018-09-15T18:57:59.074Z,2,1.874,2.339,5.138,0.01821875,"(80, 263, 115, 287)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41537037750143_this square.png
89,cdm_run_v41537038047213,3,this square,age2,1537038301470.0,2018-09-15T19:05:01.470Z,2,1.192,7.618,17.525,0.0319125,"(184, 319, 157, 359)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age2_cdm_run_v41537038047213_this square.png
90,cdm_run_v41537040494526,3,this square,age5,1537040720807.0,2018-09-15T19:45:20.807Z,1,0.0,2.616,5.367,0.02379375,"(93, 324, 93, 338)",/Users/zixianchai/Desktop/compositionality/shapedraw/analysis/tracing/tracing_cdm_run_v4/this square/age5_cdm_run_v41537040494526_this square.png
